Clicks_Plus_Leads,Clicks,Leads,Revenue
2783,2075,708,109848
17286,12634,4652,854906
994,663,331,58695
6534,4703,1831,758259
4085,2606,1479,410006
7964,5246,2718,754385
2260,1831,429,105546
6291,5196,1095,289677
1007,797,210,34008
5892,3852,2040,634908
2183,1560,623,156816
10681,7069,3612,1625028
13619,11302,2317,1215240
3397,2216,1181,255425
1116,717,399,121716
15545,10444,5101,695842
3987,2771,1216,94829
5770,4575,1195,430867
11868,9265,2603,1418200
2584,1665,919,422037
5323,3480,1843,188985
12015,9288,2727,1100474
6564,4282,2282,306803
2970,2456,514,107360
1434,959,475,215488
3077,2219,858,244629
6359,4630,1729,614796
4005,3039,966,440704
6167,4803,1364,763532
3703,2768,935,189927
15506,10733,4773,1862940
3648,2385,1263,245480
8848,5571,3277,376488
2382,1874,508,269346
12315,8337,3978,1497408
9959,8143,1816,1013460
4829,3136,1693,194394
2623,1823,800,172710
14353,11481,2872,1306701
20166,14449,5717,876092
4917,3691,1226,738931
3247,2531,716,168300
16787,11330,5457,986706
10289,6664,3625,1894318
10290,7443,2847,850830
1957,1481,476,79236
4363,3047,1316,269675
3915,2866,1049,387072
9948,7039,2909,524346
4125,2602,1523,501909
5994,4268,1726,623100
2055,1327,728,291718
19214,12358,6856,2181960
3612,2467,1145,353054
8324,6751,1573,571249
10111,6411,3700,1024908
7295,4910,2385,841380
2466,1599,867,453306
4601,3484,1117,168300
8005,6193,1812,292992
3556,2715,841,168000
13294,9357,3937,1179792
11410,7296,4114,1199772
4072,2578,1494,744744
1544,1081,463,124656
10078,7559,2519,1224280
2318,1783,535,158970
17434,13366,4068,747360
7947,6007,1940,905154
2982,2109,873,166664
3316,2078,1238,531468
3021,2427,594,104528
13204,9365,3839,1210912
4232,2821,1411,217466
8333,6212,2121,1047280
3101,2483,618,220296
6052,4461,1591,778392
2664,2126,538,125364
490,352,138,48384
5004,3459,1545,543126
9357,6551,2806,921024
12112,8322,3790,2003603
4603,3124,1479,442548
12493,10264,2229,796720
1982,1314,668,178600
2516,1842,674,66181
2159,1528,631,273058
1728,1321,407,146720
10350,6887,3463,347667
12272,8769,3503,490779
7793,6014,1779,581400
1901,1213,688,184970
3690,2378,1312,311025
3132,2380,752,274841
12336,9145,3191,538000
4040,2640,1400,607924
1306,1018,288,130020
9241,7379,1862,578400
469,367,102,16256
1342,971,371,85702
2189,1779,410,179894
2312,1464,848,119382
11650,8227,3423,439110
2339,1577,762,293235
8986,5855,3131,1154296
2839,2220,619,66708
6609,4202,2407,550179
15400,10595,4805,1589583
9756,7530,2226,335054
7293,5924,1369,195088
7938,6559,1379,108824
13607,9072,4535,728000
2980,2371,609,136538
2464,1711,753,288016
1370,1080,290,73500
2379,1849,530,84234
2503,1629,874,207900
1457,937,520,47560
3606,2848,758,127193
787,502,285,108537
7337,6102,1235,231648
2373,1607,766,268047
15345,10695,4650,1066494
6055,4865,1190,383214
16414,11435,4979,1934960
4808,3544,1264,397523
2699,2186,513,66325
3467,2797,670,119136
11523,8759,2764,460648
13071,9281,3790,2277813
9549,6098,3451,644281
2098,1739,359,80931
5583,3698,1885,643850
2016,1472,544,199746
10676,7340,3336,867132
1735,1368,367,32970
5534,3660,1874,955638
2238,1622,616,169488
1480,928,552,178620
1899,1420,479,104676
2007,1361,646,48620
1362,1111,251,41464
12244,9162,3082,973668
7705,5657,2048,359600
5262,3819,1443,594876
2998,2352,646,85330
1749,1235,514,51230
5353,4283,1070,179676
9414,6425,2989,572544
3689,2475,1214,573812
3435,2280,1155,170779
7382,5461,1921,287960
8411,6350,2061,908820
3605,2700,905,523355
14111,10804,3307,450867
4824,3662,1162,134596
5523,4549,974,111744
11074,7504,3570,494700
8141,6073,2068,1202121
7368,4690,2678,659148
10792,8909,1883,281014
4456,3290,1166,564841
10371,8171,2200,514962
906,569,337,139776
4774,3306,1468,558800
5749,3853,1896,984099
3526,2608,918,202844
4124,2933,1191,462146
6598,4314,2284,355980
5834,3705,2129,717636
5215,3873,1342,123012
2915,1948,967,94142
6066,5032,1034,260752
5385,4078,1307,463391
2050,1651,399,74217
6644,4255,2389,731612
1983,1295,688,234132
4832,3869,963,223407
2692,2105,587,116316
13250,10108,3142,296370
6193,4597,1596,353974
9057,5764,3293,454794
6665,4706,1959,459016
12225,7654,4571,1407032
430,309,121,41305
10830,8545,2285,970736
10041,7842,2199,1059212
10609,6706,3903,538164
14226,10774,3452,906591
2559,1604,955,281280
7789,5523,2266,432426
3301,2281,1020,269512
3083,1939,1144,438291
3279,2595,684,157784
1520,1016,504,73408
876,561,315,43014
3440,2200,1240,289375
8498,6710,1788,920060
7871,5466,2405,994704
4116,2658,1458,468232
2532,1723,809,185380
6662,4452,2210,422144
4029,3315,714,205497
3697,2667,1030,211410
5878,4816,1062,488250
8339,5806,2533,602219
6756,4436,2320,898399
19069,12451,6618,1235949
6816,5554,1262,148176
13266,9930,3336,348768
6757,4432,2325,327008
9306,6005,3301,771261
6526,4346,2180,1381560
9078,6870,2208,201362
1224,984,240,37018
5228,3957,1271,167244
6007,4114,1893,294060
8272,5952,2320,1331882
10635,6945,3690,1236210
9037,6116,2921,1282470
4119,2707,1412,356574
6610,4664,1946,608387
3603,2840,763,183392
3013,1919,1094,539352
4232,3192,1040,491855
9989,7346,2643,1129324
1201,917,284,55357
4301,2959,1342,328176
11888,7600,4288,1852142
6757,4260,2497,691955
7109,5045,2064,569681
1863,1167,696,162743
12111,8857,3254,543660
4367,3638,729,297076
5327,4092,1235,156800
11345,7457,3888,1594797
4359,3052,1307,229914
540,439,101,21515
12195,9190,3005,1097820
1008,805,203,63672
7224,5304,1920,434051
2542,1987,555,44642
8275,5732,2543,645340
3782,3021,761,356076
8841,6178,2663,387584
5751,4584,1167,537750
8516,6342,2174,637000
12921,8364,4557,1064448
1895,1373,522,209056
16343,11829,4514,758784
11124,7156,3968,866203
17179,11858,5321,794178
6222,4120,2102,322420
11244,8179,3065,1154812
11012,7241,3771,1633182
5883,3910,1973,1058112
2711,1761,950,323604
4400,3260,1140,240355
5843,3962,1881,397201
4780,3466,1314,141174
8703,5490,3213,659817
8128,5870,2258,378840
4812,3352,1460,215000
1570,1150,420,47840
5468,4441,1027,495040
5605,4470,1135,191784
4247,3013,1234,540530
4755,3024,1731,345220
13812,8987,4825,1660750
1042,780,262,23085
2571,1963,608,209219
3803,2756,1047,580283
1807,1476,331,37572
7444,5513,1931,614880
2392,1610,782,192930
3834,2480,1354,183645
2432,1918,514,126108
18866,11993,6873,983385
2685,1846,839,117504
11777,8539,3238,371360
3330,2449,881,390936
7553,5585,1968,177840
10912,6936,3976,780552
3809,2567,1242,296907
1251,850,401,36424
5682,3801,1881,508400
17683,11571,6112,765769
13068,9801,3267,1288542
7207,5947,1260,360192
3459,2845,614,179600
3051,2077,974,210552
1430,995,435,90364
19196,13272,5924,1335840
8828,7100,1728,188136
3749,2413,1336,229918
9688,7210,2478,280575
4635,3220,1415,399960
5244,3460,1784,744720
8133,6454,1679,263968
2182,1433,749,202134
10691,7990,2701,614658
3759,2433,1326,809370
763,552,211,62622
2559,1620,939,400576
3117,2190,927,184899
5536,4240,1296,464880
2717,1900,817,187572
1401,967,434,87860
3446,2675,771,150251
3666,2627,1039,149499
8007,6041,1966,585858
1746,1101,645,174625
2379,1623,756,123921
16348,10257,6091,1863851
14702,11904,2798,792612
6597,4821,1776,413888
16181,11508,4673,314562
6190,4260,1930,731040
2128,1658,470,119978
8225,5658,2567,1087336
5788,4365,1423,400800
2281,1830,451,208199
13449,8650,4799,1282112
9468,6079,3389,521125
10048,7801,2247,504340
6523,4377,2146,546162
5565,4096,1469,136224
4911,3125,1786,801515
2682,2197,485,103000
1012,751,261,62422
7359,5229,2130,697220
1362,1034,328,92364
10864,7214,3650,1519560
8139,5663,2476,613756
4678,3404,1274,425958
8461,6160,2301,1061824
2118,1501,617,103820
10919,9058,1861,536094
14733,10148,4585,430070
1559,1188,371,42210
2423,1726,697,304848
2100,1587,513,75301
10861,8484,2377,607608
3715,3082,633,177885
3508,2600,908,218944
7639,6155,1484,133800
11821,8882,2939,874032
5771,4777,994,447120
6890,5216,1674,357058
3855,2699,1156,330485
4497,3143,1354,410998
2206,1482,724,404817
5239,3624,1615,441384
750,579,171,83484
5237,3584,1653,330314
12727,8415,4312,1574851
2161,1753,408,65932
8016,5222,2794,707712
13224,8857,4367,1591740
6293,4529,1764,384800
6425,4394,2031,812328
5555,4560,995,144640
2939,2099,840,192168
3967,2886,1081,207156
11055,8060,2995,427968
4089,3211,878,145237
4941,4006,935,134415
2117,1391,726,307961
6819,5141,1678,189660
3164,2013,1151,357615
1866,1345,521,109880
5156,4266,890,187146
7366,4787,2579,598117
8586,6511,2075,281428
7043,5436,1607,290324
11388,7736,3652,480590
4545,3461,1084,377880
807,549,258,60398
6738,4825,1913,503424
4725,3500,1225,189980
1638,1298,340,90372
4504,2845,1659,504600
3950,2513,1437,214578
652,534,118,42842
17376,10979,6397,995506
10638,7067,3571,782420
2107,1638,469,47300
9165,6024,3141,945308
10649,8126,2523,1372032
7236,5588,1648,301080
3533,2237,1296,135095
946,716,230,29652
7909,6190,1719,278238
5712,4175,1537,556920
9358,7130,2228,819988
8218,5789,2429,300776
4194,3104,1090,412352
5441,3846,1595,628875
6187,5098,1089,247919
5602,4105,1497,601328
9633,6393,3240,1015894
1150,889,261,40020
3366,2256,1110,261252
10716,8439,2277,836875
5224,4001,1223,386318
3261,2061,1200,260304
10196,7002,3194,751400
6719,5522,1197,350592
1168,927,241,42106
2888,2352,536,185977
5911,4818,1093,188238
6362,4048,2314,619801
2763,1930,833,95062
1657,1057,600,190672
12399,7940,4459,1350786
4124,2729,1395,548479
13032,9893,3139,1799140
2033,1363,670,212613
5947,4597,1350,465868
11738,9506,2232,344410
2093,1379,714,232246
5532,3705,1827,602580
2248,1567,681,195040
797,659,138,58551
3660,2399,1261,235400
7161,5336,1825,732723
6559,4834,1725,441280
6348,4532,1816,256256
10817,8900,1917,820468
2826,1840,986,157096
4273,3126,1147,523875
3399,2248,1151,328967
2958,2281,677,222642
7573,5602,1971,445408
4930,3709,1221,155396
10109,7485,2624,684990
4606,3566,1040,310960
11402,7213,4189,886890
3451,2161,1290,535626
1102,899,203,38016
11639,8397,3242,613700
2115,1606,509,157079
1395,939,456,147260
14943,9416,5527,1169025
1147,829,318,46636
14583,11205,3378,832040
4851,3797,1054,320740
11347,7596,3751,957456
14842,10111,4731,1634564
7675,5380,2295,359752
5625,4575,1050,283866
2131,1377,754,143985
12110,7962,4148,1477854
1188,852,336,100646
3607,2715,892,162288
1927,1245,682,245916
4006,2511,1495,261456
9408,6658,2750,962962
5179,3310,1869,358128
1340,913,427,171720
2220,1418,802,115370
3660,2316,1344,716248
1105,840,265,74646
3563,2636,927,238868
5277,3364,1913,528754
5470,3795,1675,394875
3152,2218,934,145040
3580,2511,1069,521594
3074,2231,843,193289
5053,3938,1115,75900
1816,1211,605,82080
18008,12440,5568,1964616
9621,6102,3519,1472328
1876,1258,618,309700
2756,1794,962,333938
8510,5330,3180,523392
3526,2538,988,463284
3291,2731,560,55744
2287,1785,502,55002
5913,4101,1812,338422
8230,6436,1794,736020
2702,2205,497,197775
6871,5514,1357,399090
2906,2202,704,110432
4125,2717,1408,378213
5428,4388,1040,251667
8626,6986,1640,355388
14301,11362,2939,986370
3058,2372,686,222504
5860,3721,2139,259940
3845,3194,651,256743
4598,3602,996,608319
3863,2954,909,146300
15149,11571,3578,642107
9365,7027,2338,853832
17145,11934,5211,2644686
10230,7007,3223,1371152
7735,5900,1835,402563
1437,923,514,87516
2786,1802,984,361380
6949,5599,1350,201825
3620,2849,771,247350
2273,1709,564,156420
4929,3993,936,390908
8221,6356,1865,269698
950,755,195,30660
16797,11417,5380,1555840
10339,8456,1883,542187
8964,7099,1865,542794
9806,7708,2098,184728
4578,3548,1030,264798
15813,10037,5776,1399392
3695,2706,989,516468
11935,9645,2290,957090
3076,2168,908,195534
10858,7709,3149,982131
7377,5498,1879,323712
9634,6798,2836,1329937
2812,1818,994,355897
19076,12710,6366,1387980
9182,5971,3211,1602975
6286,4118,2168,448224
3416,2609,807,152302
7487,6099,1388,273122
5128,3816,1312,133980
3577,2290,1287,164633
12639,8805,3834,805731
4148,3426,722,290940
4710,3746,964,190080
8894,7252,1642,466368
12743,9009,3734,551552
3850,2790,1060,348702
4905,3155,1750,481068
2405,1557,848,411875
5963,4199,1764,359828
11220,8334,2886,702396
4142,3280,862,137712
5904,4307,1597,422688
14649,10729,3920,1012186
13022,8778,4244,1180857
6494,4189,2305,639737
2207,1817,390,173600
17058,10858,6200,1247540
1336,957,379,75460
3055,2131,924,492660
12596,9652,2944,485331
4856,3270,1586,371358
8548,5512,3036,942872
13090,8200,4890,614460
5265,3775,1490,149878
4053,3312,741,308125
17216,13266,3950,603750
16425,12594,3831,492150
3891,2651,1240,172480
980,809,171,86460
13571,9822,3749,877266
9145,6233,2912,908214
2880,2187,693,80880
9010,6459,2551,1016535
18193,11788,6405,791240
4995,3880,1115,80256
3239,2456,783,367536
5931,4455,1476,430440
5842,3984,1858,266844
12084,8748,3336,838980
9867,8089,1778,319384
5330,3364,1966,831140
14524,11420,3104,1338456
3710,2775,935,313866
1904,1441,463,135664
5102,3839,1263,142800
4793,3864,929,226215
5590,4608,982,161640
8350,5989,2361,301716
15115,9738,5377,1580672
5725,4103,1622,813648
2150,1450,700,224541
9019,7512,1507,278146
2662,1801,861,178976
11651,7417,4234,1195191
3127,2429,698,242292
6266,4150,2116,568632
1141,755,386,116213
12163,9055,3108,780885
7757,5469,2288,659400
2037,1377,660,133484
7410,5556,1854,208530
6868,5680,1188,201465
4637,3563,1074,365864
4395,2762,1633,342100
8662,5767,2895,1102248
8319,6428,1891,877608
4989,3302,1687,659410
8570,6593,1977,496490
5327,3371,1956,143792
7024,5227,1797,275070
688,444,244,112158
6000,4471,1529,506400
2308,1882,426,141050
3833,3182,651,106092
10864,7697,3167,1159506
6904,5347,1557,862400
1775,1218,557,58275
1935,1255,680,187495
3595,2300,1295,134624
18474,14296,4178,729688
3831,3146,685,201240
10227,6706,3521,583254
10076,6391,3685,1318027
2886,1842,1044,356260
6791,4548,2243,1150100
1105,897,208,76676
9883,7310,2573,1086120
15420,10310,5110,1158718
4645,3257,1388,597573
5052,3483,1569,261096
8946,5996,2950,647640
6664,4267,2397,262080
4167,2773,1394,288960
14234,11828,2406,753669
2786,2211,575,234718
11819,8287,3532,999771
4568,3505,1063,268548
3884,2493,1391,178318
5752,4780,972,252384
4281,3243,1038,171360
877,670,207,28644
1804,1314,490,86940
6237,4040,2197,810550
5791,4310,1481,471328
13400,9683,3717,824360
3219,2240,979,334800
678,532,146,53350
10312,7018,3294,358708
5587,3600,1987,503542
6846,4554,2292,433203
10473,7244,3229,1389905
4302,2813,1489,386976
7855,5429,2426,368524
1220,946,274,85170
8911,6195,2716,591730
2192,1826,366,175644
6219,4636,1583,444500
14288,9861,4427,1685507
3844,2884,960,176268
2182,1668,514,199680
15245,11348,3897,1535580
13451,10709,2742,766282
1676,1144,532,64640
11738,8388,3350,888932
5505,4211,1294,563475
18307,13769,4538,690726
512,372,140,22080
1657,1063,594,182268
3392,2135,1257,210406
6864,5312,1552,402325
3805,2920,885,230824
570,438,132,19040
769,559,210,44988
4690,3750,940,424116
2366,1594,772,110942
7420,4943,2477,704757
10588,6787,3801,893420
11650,8454,3196,655980
2729,1798,931,123950
2449,1865,584,70228
2660,2111,549,119900
9557,7394,2163,522972
18954,12937,6017,1265000
18769,13099,5670,2215011
7485,4749,2736,358913
3856,3080,776,138416
6479,4946,1533,637008
16519,10564,5955,511424
11157,9029,2128,457728
6660,5015,1645,927303
2059,1456,603,195079
12155,9557,2598,1043562
9542,6800,2742,1177395
1194,764,430,110352
5644,4048,1596,351130
6148,4509,1639,359040
1728,1203,525,134190
2547,2083,464,32800
3516,2778,738,322630
2392,1571,821,122795
9125,7416,1709,483276
4723,3605,1118,259311
5164,3417,1747,190518
1059,840,219,31164
8971,7238,1733,488394
7496,5130,2366,720290
5933,3912,2021,205015
3050,2057,993,237120
2634,1926,708,369410
990,806,184,31800
11199,9018,2181,302064
3189,2207,982,561344
3962,2686,1276,414428
13656,10848,2808,638496
1048,810,238,120240
2928,2195,733,69930
6510,4283,2227,596037
2951,2022,929,142552
9706,7451,2255,769629
3553,2277,1276,281580
1547,1238,309,116584
13264,9911,3353,880656
6293,4330,1963,722755
3422,2291,1131,518364
1532,1124,408,50024
2687,1783,904,158466
7226,4687,2539,1019456
1997,1458,539,166067
19278,13314,5964,814055
1921,1352,569,57782
16189,10410,5779,680856
3629,2850,779,236180
9385,7380,2005,664484
2556,1956,600,201798
5043,3413,1630,472836
12119,8433,3686,1954515
12198,10028,2170,501498
2628,2066,562,337344
5100,3210,1890,364780
8723,6258,2465,391325
6209,5054,1155,497458
13496,9899,3597,552976
2414,1826,588,294677
11568,8648,2920,636230
4940,3650,1290,176220
3538,2236,1302,519120
9229,6793,2436,653600
13262,8364,4898,890440
1300,1032,268,123708
2119,1414,705,254475
19295,12503,6792,1478460
2085,1348,737,226914
7123,5644,1479,191262
1466,926,540,148258
1443,1151,292,118560
14732,11972,2760,817355
15420,9932,5488,1601740
3868,3124,744,159385
3630,2839,791,112047
18923,12016,6907,495145
8026,6328,1698,578325
9190,6556,2634,552188
1090,822,268,115050
6429,4051,2378,500580
8050,5071,2979,1143255
7666,6098,1568,835030
4111,2635,1476,719688
2874,2334,540,254847
6341,4816,1525,460785
2409,1910,499,114449
3502,2794,708,363068
2456,1618,838,64064
10011,7234,2777,533936
3101,2131,970,233018
1199,909,290,83980
5070,3251,1819,497538
7635,5674,1961,240956
6674,4177,2497,643495
1810,1137,673,171962
13249,8598,4651,1500518
13460,8700,4760,1002658
5014,3342,1672,787360
9313,6229,3084,1229400
3279,2458,821,416025
1683,1341,342,120840
4984,3609,1375,220866
3270,2619,651,126291
5110,3358,1752,360429
5386,3379,2007,292520
17833,11247,6586,2479416
4955,4028,927,85077
16973,12523,4450,1047696
7281,5834,1447,249494
6442,4887,1555,614744
3898,2487,1411,292352
1343,925,418,62010
4074,3366,708,92991
9640,7184,2456,524960
8855,6496,2359,290672
4414,3239,1175,160160
5432,3847,1585,213066
3359,2503,856,225130
4581,3039,1542,275220
4597,3550,1047,235280
4349,2799,1550,198654
8727,7134,1593,375518
3245,2038,1207,188550
7970,5404,2566,404064
12064,9591,2473,884078
6211,4734,1477,467880
9491,6971,2520,323392
8313,5279,3034,1477510
2506,1683,823,190035
9139,6217,2922,1255088
7709,5472,2237,491634
10341,8251,2090,664202
4280,2740,1540,389883
1132,749,383,102780
866,628,238,40128
843,530,313,35216
16797,10788,6009,522845
14406,9860,4546,461160
4275,3396,879,139080
7481,5053,2428,371770
11696,7873,3823,928448
3277,2617,660,135192
1739,1207,532,95207
8046,5486,2560,173840
2269,1725,544,140910
3522,2604,918,440892
3972,2591,1381,125560
11439,8403,3036,518580
13691,10012,3679,1657384
1894,1457,437,164160
4298,2823,1475,352688
487,355,132,41884
2578,1702,876,268710
6370,4613,1757,470412
2415,1819,596,128592
13330,8582,4748,634176
4236,2917,1319,137865
7285,4666,2619,566605
3616,2357,1259,316012
18676,12372,6304,1113542
1811,1150,661,242985
17844,11321,6523,761808
17154,12055,5099,752243
2355,1584,771,344964
3096,1972,1124,266812
14046,10568,3478,809418
7413,5748,1665,235210
7564,5852,1712,634925
4305,3480,825,190260
3424,2234,1190,435219
7368,5117,2251,675764
4993,3759,1234,219880
4041,3117,924,201600
3112,2180,932,445179
14573,10687,3886,737856
1292,1063,229,107100
3236,2658,578,246563
8852,5584,3268,758646
13303,8812,4491,1816302
17432,11992,5440,1641096
3957,2505,1452,407015
10417,7770,2647,753480
5643,3851,1792,268800
1475,1045,430,123136
11724,8097,3627,697928
1589,1136,453,154290
15160,10514,4646,501930
4757,3793,964,95526
14474,11789,2685,234552
7742,5085,2657,216177
7514,6066,1448,444860
8391,6044,2347,798080
9020,6388,2632,634740
3421,2242,1179,602095
3903,2950,953,354732
5090,3400,1690,147940
3701,3075,626,107245
8643,5545,3098,423584
3356,2562,794,215574
10128,6447,3681,368636
6053,4133,1920,421036
1093,765,328,48608
7379,5288,2091,445816
7587,5633,1954,891000
4394,3107,1287,100224
13983,10356,3627,1131108
9776,7756,2020,429240
2183,1552,631,155554
6630,4971,1659,834953
4063,2757,1306,344812
2608,1972,636,128412
5521,4266,1255,180153
17738,12022,5716,2513390
5080,4199,881,176748
1282,1049,233,64296
541,378,163,53280
4855,3354,1501,152592
13501,8505,4996,1138368
1007,783,224,52530
1965,1334,631,86982
11176,7717,3459,1695265
7677,5982,1695,460928
14113,9769,4344,1016232
4089,2587,1502,131588
10676,8729,1947,391960
5079,3834,1245,240768
4594,3404,1190,373583
4551,3710,841,67024
1675,1358,317,83328
11609,7552,4057,1218140
3863,2520,1343,107172
716,461,255,89436
6795,4610,2185,819820
469,375,94,30738
2741,1939,802,393816
5369,3798,1571,415800
1084,797,287,21280
2481,1565,916,359530
3850,2569,1281,690703
5903,3748,2155,760613
3957,2518,1439,196869
2382,1713,669,254100
4370,2900,1470,582265
1533,1026,507,166551
1960,1373,587,144189
3808,2706,1102,208080
2229,1658,571,69750
14018,9004,5014,1554280
2841,2252,589,85904
1469,1217,252,77552
5836,3747,2089,328640
5148,4023,1125,584370
7537,4845,2692,366154
7737,6347,1390,305292
6918,5386,1532,244224
7262,4859,2403,415425
5879,3735,2144,874650
19606,13571,6035,1078734
9887,6882,3005,627057
4839,3444,1395,646176
5202,3425,1777,353493
2490,1871,619,119004
12339,7777,4562,986580
11645,7893,3752,666900
9793,7341,2452,259283
14313,10580,3733,1469400
5626,3941,1685,818234
13910,10929,2981,803736
6662,4468,2194,678695
13432,9481,3951,1756832
2173,1536,637,226688
2104,1523,581,262612
14776,9733,5043,1849143
18784,12121,6663,2075766
3616,2857,759,125741
9084,6299,2785,670375
7162,4910,2252,403884
5440,3516,1924,775285
3669,2464,1205,158249
10284,6630,3654,1004212
752,516,236,50880
3977,2702,1275,247039
2718,1762,956,215250
1433,1062,371,131072
1381,1132,249,43026
1703,1142,561,246000
5856,4099,1757,322218
6899,5121,1778,179902
9977,7780,2197,349920
6680,4288,2392,620919
15573,10267,5306,1397564
2327,1810,517,57936
17207,11025,6182,1079126
993,774,219,44330
4239,2760,1479,350083
1243,880,363,81700
932,583,349,209520
16199,13358,2841,1316888
4328,3553,775,294318
4932,3789,1143,202644
12591,8784,3807,924856
4865,3520,1345,348841
6695,4850,1845,661128
1145,836,309,51294
4130,2899,1231,499608
9350,7506,1844,172280
2597,1833,764,172530
1845,1507,338,73968
8640,5512,3128,708288
6610,4494,2116,521985
431,276,155,38416
4315,2804,1511,399196
13507,9182,4325,884170
6323,4837,1486,211092
4693,3838,855,103726
10875,7840,3035,492590
9025,6588,2437,493290
15739,11330,4409,1624328
461,376,85,18920
13367,10226,3141,857052
1795,1384,411,51146
3781,2812,969,205738
4580,3816,764,196350
11192,8259,2933,730656
5061,3417,1644,700128
15058,9555,5503,2447946
1963,1439,524,171110
6615,4998,1617,370500
4971,3376,1595,202521
4548,3001,1547,512400
4050,2810,1240,547596
6696,5294,1402,307980
6464,4939,1525,814080
9004,6802,2202,760032
2569,1998,571,153663
9064,7021,2043,595980
13221,8383,4838,511884
13108,8527,4581,1622052
3589,2249,1340,271185
9325,6293,3032,345247
4126,2805,1321,244512
3684,2408,1276,297587
2749,2177,572,224466
2682,1766,916,165169
18358,11488,6870,3681190
9292,7171,2121,267305
9809,6712,3097,1409760
19219,12046,7173,3343703
2705,1890,815,254976
8349,6091,2258,865136
4955,3273,1682,774252
9035,6258,2777,401634
19439,12269,7170,2849481
12325,8849,3476,230478
7643,4872,2771,1077999
3122,2089,1033,268640
3574,2565,1009,515610
11294,8169,3125,1802184
14492,9823,4669,1110688
3209,2435,774,379400
2175,1700,475,51800
1199,763,436,54178
758,508,250,60032
6684,5171,1513,436880
16114,10397,5717,938860
8139,6762,1377,211576
4940,3926,1014,400775
12815,9825,2990,1239273
2654,2121,533,146222
609,467,142,12925
6786,4317,2469,962550
6009,4988,1021,311185
6375,5147,1228,317037
7780,5418,2362,400472
6137,4643,1494,289872
3367,2777,590,250980
1999,1265,734,122496
10535,8119,2416,1092700
2364,1529,835,471639
10236,7585,2651,1068385
2408,1834,574,82077
2460,1553,907,137520
5291,3482,1809,669162
11777,8338,3439,777621
9812,6998,2814,1527895
5761,4798,963,411250
2419,1766,653,106457
6115,4427,1688,687952
4505,3600,905,393990
7158,5033,2125,557710
1328,1059,269,55594
3929,3084,845,251346
4318,2804,1514,745128
3312,2733,579,158912
15739,10222,5517,1346978
4011,2601,1410,299251
2182,1662,520,180010
3683,2829,854,82280
6187,5065,1122,122670
5531,3510,2021,592230
1788,1242,546,41500
1871,1457,414,50500
2346,1750,596,49504
5341,3779,1562,251321
3659,2986,673,168935
2579,1702,877,264822
870,671,199,62167
4921,3959,962,142560
3391,2622,769,212850
2008,1304,704,91280
3970,2574,1396,287730
3301,2240,1061,276210
853,700,153,69738
9989,6756,3233,413280
2950,2119,831,392690
2026,1605,421,82726
1607,1266,341,64989
5725,4600,1125,557753
6695,5139,1556,417830
9038,6655,2383,861362
3601,2968,633,160532
12977,9514,3463,737020
4989,3655,1334,341250
1452,967,485,52875
1343,903,440,223815
3403,2171,1232,190092
8272,6708,1564,214488
7971,5897,2074,1174824
8698,6159,2539,843000
982,659,323,97240
2209,1709,500,172200
10033,6389,3644,640660
8200,6297,1903,785385
11884,8540,3344,546318
8069,5116,2953,1116269
5885,3748,2137,423801
6270,4268,2002,389004
5373,3733,1640,155463
7450,4830,2620,999600
12731,8431,4300,881020
7914,5183,2731,1104334
1195,975,220,101400
16136,12582,3554,1005082
4534,3015,1519,204334
6804,5337,1467,119568
5863,3768,2095,373332
7597,6313,1284,732578
5436,3636,1800,424364
2281,1708,573,242214
7269,6019,1250,220780
8444,7000,1444,298634
8495,6614,1881,382006
18619,12044,6575,2610490
13810,8878,4932,843942
1712,1218,494,304038
2042,1447,595,166080
4432,3415,1017,188720
2941,2116,825,144050
7829,5683,2146,362608
1239,930,309,109242
7734,5030,2704,615384
3824,2520,1304,502197
4106,3072,1034,383298
17986,11446,6540,1661966
11754,9693,2061,335688
1859,1220,639,224159
11097,8848,2249,517928
16241,11131,5110,2941442
7927,5350,2577,447672
8668,6309,2359,317016
6546,4105,2441,725931
2337,1887,450,53667
4014,2661,1353,330078
4443,3061,1382,407100
8696,6104,2592,439518
2924,2313,611,102573
3800,3010,790,257176
2298,1652,646,165564
2089,1547,542,77140
5341,3476,1865,254760
6722,4867,1855,359280
7143,5611,1532,481862
13606,11123,2483,582862
11474,7670,3804,795708
22907,14426,8481,1681465
624,426,198,23188
8349,5622,2727,605141
612,500,112,41583
4818,3071,1747,195348
10594,6701,3893,374274
12626,7977,4649,1125954
3133,2464,669,240478
2812,2314,498,134000
7769,6221,1548,174812
5002,3504,1498,653568
8422,6126,2296,636812
3890,2895,995,423720
2131,1597,534,152418
9370,5878,3492,432306
9829,7730,2099,371700
2186,1762,424,109368
6667,4988,1679,485460
16614,10931,5683,1782862
10927,8048,2879,413578
1114,698,416,97160
7112,4511,2601,1542940
2493,1886,607,198720
18030,12235,5795,1951768
3073,2177,896,132680
6277,4311,1966,612375
16235,11939,4296,1553773
5453,3543,1910,810726
11897,8612,3285,1431598
10146,8238,1908,535031
1252,978,274,34146
3551,2417,1134,266352
16411,10458,5953,1643699
3444,2262,1182,513930
1773,1337,436,52788
18444,11889,6555,2022645
7053,5754,1299,687232
11469,8694,2775,1176053
2538,1645,893,354820
1078,743,335,93750
5658,4364,1294,223652
7695,5057,2638,873512
6679,4579,2100,690031
