Duration,Clicks_Plus_Leads,Clicks,Leads,Revenue
26,7450,4830,2620,999600
17,12731,8431,4300,881020
15,7914,5183,2731,1104334
27,1195,975,220,101400
26,16136,12582,3554,1005082
14,4534,3015,1519,204334
7,6804,5337,1467,119568
22,5863,3768,2095,373332
12,7597,6313,1284,732578
25,5436,3636,1800,424364
27,2281,1708,573,242214
23,7269,6019,1250,220780
5,8444,7000,1444,298634
27,8495,6614,1881,382006
6,18619,12044,6575,2610490
16,13810,8878,4932,843942
28,1712,1218,494,304038
11,2042,1447,595,166080
12,4432,3415,1017,188720
26,2941,2116,825,144050
7,7829,5683,2146,362608
24,1239,930,309,109242
28,7734,5030,2704,615384
24,3824,2520,1304,502197
26,4106,3072,1034,383298
18,17986,11446,6540,1661966
23,11754,9693,2061,335688
8,1859,1220,639,224159
21,11097,8848,2249,517928
8,16241,11131,5110,2941442
19,7927,5350,2577,447672
11,8668,6309,2359,317016
14,6546,4105,2441,725931
8,2337,1887,450,53667
21,4014,2661,1353,330078
10,4443,3061,1382,407100
6,8696,6104,2592,439518
19,2924,2313,611,102573
15,3800,3010,790,257176
16,2298,1652,646,165564
11,2089,1547,542,77140
27,5341,3476,1865,254760
28,6722,4867,1855,359280
13,7143,5611,1532,481862
26,13606,11123,2483,582862
28,11474,7670,3804,795708
25,22907,14426,8481,1681465
6,624,426,198,23188
6,8349,5622,2727,605141
30,612,500,112,41583
27,4818,3071,1747,195348
22,10594,6701,3893,374274
26,12626,7977,4649,1125954
26,3133,2464,669,240478
29,2812,2314,498,134000
10,7769,6221,1548,174812
14,5002,3504,1498,653568
26,8422,6126,2296,636812
23,3890,2895,995,423720
17,2131,1597,534,152418
10,9370,5878,3492,432306
20,9829,7730,2099,371700
17,2186,1762,424,109368
11,6667,4988,1679,485460
22,16614,10931,5683,1782862
26,10927,8048,2879,413578
28,1114,698,416,97160
6,7112,4511,2601,1542940
17,2493,1886,607,198720
12,18030,12235,5795,1951768
19,3073,2177,896,132680
27,6277,4311,1966,612375
28,16235,11939,4296,1553773
14,5453,3543,1910,810726
28,11897,8612,3285,1431598
25,10146,8238,1908,535031
13,1252,978,274,34146
18,3551,2417,1134,266352
28,16411,10458,5953,1643699
15,3444,2262,1182,513930
6,1773,1337,436,52788
9,18444,11889,6555,2022645
16,7053,5754,1299,687232
5,11469,8694,2775,1176053
27,2538,1645,893,354820
24,1078,743,335,93750
17,5658,4364,1294,223652
23,7695,5057,2638,873512
12,6679,4579,2100,690031
26,11296,8218,3078,278880
20,12673,8421,4252,1072675
22,1123,832,291,114400
20,917,738,179,14809
8,5511,3614,1897,380353
17,5790,3736,2054,663366
28,1140,805,335,171954
14,9211,7600,1611,641536
10,17192,10880,6312,1747568
7,1623,1026,597,256494
15,2490,1798,692,83475
29,3244,2584,660,297632
19,2716,1738,978,402975
6,10125,7234,2891,922590
12,8341,5985,2356,313040
15,1854,1211,643,98154
30,7400,5949,1451,338618
29,1216,824,392,74700
7,2087,1614,473,209760
8,8160,6330,1830,850080
25,5804,4536,1268,561748
11,2148,1516,632,158040
30,1872,1207,665,108698
28,5256,3802,1454,474103
7,9235,6828,2407,964656
22,4485,2919,1566,283943
24,4119,2771,1348,301040
20,6120,5100,1020,200633
7,4315,3589,726,164379
22,6392,5119,1273,431388
9,2567,1610,957,72044
7,10436,7310,3126,418026
6,8126,5126,3000,381644
8,11201,7675,3526,635336
16,11999,8347,3652,586110
17,16266,10710,5556,1247220
14,2653,2130,523,162513
12,1182,809,373,81600
20,6536,5003,1533,814730
26,626,437,189,40926
17,13400,8503,4897,458432
19,11619,9414,2205,241758
13,14327,9843,4484,739600
9,4469,3420,1049,461686
28,937,623,314,111922
27,1268,1003,265,79002
22,1766,1399,367,68970
29,11580,7289,4291,1607607
20,1379,958,421,76024
10,11483,8266,3217,1360928
9,8736,5817,2919,736290
24,446,284,162,16380
16,5174,4175,999,276225
25,15338,9735,5603,625392
18,9201,7408,1793,677376
17,11045,7663,3382,581790
15,2433,1946,487,86880
20,1803,1326,477,36340
18,1061,769,292,69504
7,2628,2179,449,36936
25,6924,4889,2035,217260
19,1256,980,276,57065
26,2628,1768,860,167180
17,17011,12014,4997,904750
22,7617,5738,1879,724356
5,6195,4109,2086,638778
20,1094,832,262,128945
26,8791,5513,3278,824500
12,2938,1950,988,304326
6,12392,8119,4273,1331260
9,10503,8290,2213,1108191
13,4818,3345,1473,386666
19,7284,5805,1479,800618
19,1511,1085,426,65192
16,3287,2346,941,120475
14,8264,5525,2739,1052368
12,1972,1258,714,69692
10,4015,2573,1442,416650
29,1923,1206,717,132720
8,3855,2620,1235,357425
23,3104,2157,947,88854
13,7583,5718,1865,386183
5,1890,1283,607,135228
26,14758,10563,4195,416202
9,3605,2983,622,88977
25,1720,1358,362,156792
16,6090,4681,1409,265594
22,10472,8230,2242,1067024
29,8460,5367,3093,1758980
28,1975,1264,711,145789
7,7426,4811,2615,856931
9,2108,1357,751,220248
26,5653,3548,2105,1224110
8,6789,4858,1931,248292
19,5547,3749,1798,464968
9,10716,7830,2886,577060
18,11426,8532,2894,446556
24,6603,5481,1122,485025
13,9952,6715,3237,867900
21,2420,1532,888,238374
6,1598,1043,555,107115
21,6508,4197,2311,669536
29,6456,4417,2039,823329
30,6041,4056,1985,530440
9,4686,3094,1592,513066
14,6394,5141,1253,132135
11,16665,11966,4699,1213728
13,3651,2687,964,274436
10,4282,3344,938,209988
14,9760,6713,3047,1712088
30,4141,2756,1385,273296
18,2818,1954,864,213885
6,11947,8639,3308,1242112
10,4418,2781,1637,521356
22,1692,1357,335,90041
22,10833,6924,3909,1061900
11,9240,6381,2859,1689714
20,5468,3970,1498,589437
7,469,364,105,58125
23,3397,2742,655,71232
6,3109,2110,999,234872
16,883,558,325,70751
19,7540,5357,2183,765548
8,19941,13471,6470,825000
22,10302,7598,2704,791320
24,7986,5448,2538,419502
22,6231,4293,1938,725000
21,13911,8877,5034,649399
15,4694,2939,1755,336640
24,8801,6260,2541,670065
18,5433,4112,1321,250190
5,4445,2857,1588,400812
20,3227,2251,976,275184
12,17289,10880,6409,1559490
28,2822,2341,481,109782
6,2110,1550,560,112748
21,2768,2144,624,296700
16,8463,5704,2759,590364
11,5544,3525,2019,528190
11,5944,4165,1779,396036
26,10288,8426,1862,627088
29,1768,1338,430,174240
22,3661,2400,1261,287339
10,8974,6987,1987,865755
26,8334,5408,2926,809829
26,6822,4932,1890,779630
17,10979,8655,2324,528520
20,1176,814,362,151655
12,8443,6839,1604,198114
13,573,446,127,45220
9,16935,13038,3897,507270
12,8034,5398,2636,776040
19,13189,10821,2368,670267
28,21071,13218,7853,4119352
19,2055,1461,594,229600
30,11700,7756,3944,1271875
10,4497,2814,1683,457884
15,1154,781,373,90441
10,4273,3521,752,132160
13,15633,12734,2899,1033125
5,8263,5729,2534,315952
28,4896,3745,1151,457989
14,10416,8420,1996,494132
27,8735,6260,2475,600336
18,5760,4145,1615,647192
30,2682,1826,856,132588
20,639,503,136,19150
12,5097,3957,1140,287508
6,3956,2649,1307,140000
26,17552,11934,5618,1693770
13,16317,10844,5473,767865
10,2213,1729,484,80925
23,12402,8428,3974,1179888
26,3429,2749,680,217968
26,3159,2153,1006,222768
25,1653,1143,510,72996
16,14329,9357,4972,1435088
9,1553,1231,322,117852
18,1530,1241,289,144648
20,1033,826,207,14694
9,1074,886,188,38356
17,2648,1778,870,156845
29,9203,6733,2470,1270682
14,16074,12807,3267,1142872
5,2448,1550,898,386136
8,3781,2784,997,252395
19,10873,8882,1991,922564
10,11269,7150,4119,1527625
9,934,755,179,81190
25,3883,2906,977,310914
12,6830,5239,1591,174168
17,7748,6111,1637,207500
17,17826,11702,6124,2014980
23,8785,6057,2728,807708
13,11003,7880,3123,498192
10,16549,13076,3473,943008
23,1874,1265,609,55040
29,756,492,264,59079
12,13376,9911,3465,1254685
23,8040,5249,2791,487786
19,751,536,215,71253
7,5155,3393,1762,627074
25,1133,903,230,56050
24,9240,6149,3091,282828
6,14476,10881,3595,796470
8,2151,1452,699,133627
25,3723,2554,1169,331692
24,1036,672,364,74872
20,17010,11230,5780,1001097
24,5911,3819,2092,218823
28,1777,1301,476,252285
6,849,598,251,82340
21,11588,7575,4013,1536444
26,11714,8684,3030,1265693
7,2372,1740,632,307818
26,2155,1492,663,125292
16,13508,10762,2746,356040
19,1598,1022,576,161552
22,2324,1682,642,264508
12,3519,2425,1094,234030
25,5225,3476,1749,318200
11,8787,6974,1813,991494
22,4737,3240,1497,409596
29,3780,3017,763,199290
30,6841,5272,1569,224130
11,3895,2893,1002,233226
5,4849,3323,1526,555282
7,8589,6917,1672,269392
10,2703,1926,777,308295
28,5409,4375,1034,133824
10,4773,3296,1477,138320
29,17169,11306,5863,1175112
11,4519,3504,1015,274068
11,4695,2971,1724,403696
19,1584,997,587,97464
14,5008,3683,1325,505496
6,5577,3771,1806,451896
9,12731,8099,4632,825452
25,1322,1022,300,33768
24,7413,5637,1776,305531
18,3229,2369,860,166692
24,5671,4387,1284,433556
9,1941,1236,705,282908
5,6956,5280,1676,584907
30,16506,10632,5874,3405785
17,16007,10880,5127,1108760
26,7941,5438,2503,225120
10,10799,8788,2011,755739
29,2367,1798,569,116600
27,2521,2045,476,200187
5,16196,11286,4910,955249
29,6156,4764,1392,252860
9,10738,8343,2395,978989
29,13651,9131,4520,525402
18,7467,5128,2339,572300
11,2838,2290,548,65786
10,1694,1199,495,155290
23,8693,5565,3128,755269
24,12450,8249,4201,396078
6,3508,2372,1136,308220
9,4297,3348,949,245322
10,11357,8352,3005,648846
13,15121,12554,2567,1450971
17,4419,3226,1193,148584
10,3434,2549,885,139635
10,5845,4169,1676,389011
12,8878,6787,2091,657780
17,18333,12851,5482,1547060
17,3752,2936,816,268372
23,7441,5625,1816,354564
30,2572,2045,527,240576
19,14108,10416,3692,1531666
17,4068,3217,851,175740
25,2815,1971,844,72576
17,5132,3362,1770,405990
23,5082,3998,1084,139482
27,6203,5100,1103,230976
27,8072,5929,2143,277035
11,3627,2991,636,226853
5,5427,3875,1552,592755
10,12884,8396,4488,516900
21,9790,6293,3497,1500960
28,1348,1059,289,64974
19,2639,1743,896,268242
9,3897,2704,1193,357899
29,7549,5881,1668,231608
25,2166,1502,664,197760
24,2618,2163,455,89280
13,10038,7076,2962,876645
20,1954,1619,335,170038
24,10312,7182,3130,654225
23,14409,9583,4826,1423104
8,5231,3316,1915,271890
16,6416,4281,2135,604188
23,4892,3554,1338,164485
26,4214,3305,909,191807
17,16887,11464,5423,538815
30,11889,7645,4244,559494
27,5292,4235,1057,262355
6,6541,4217,2324,582521
29,3949,3013,936,122670
30,5677,4002,1675,351045
12,2708,1738,970,427130
19,1339,894,445,87447
18,11216,7085,4131,2165793
16,8599,6362,2237,991760
25,16640,11265,5375,1469645
12,1289,1036,253,123228
17,6472,5109,1363,209466
18,2178,1506,672,278740
17,13228,9518,3710,604152
18,14999,10872,4127,1985705
12,2614,2035,579,260946
14,15905,9977,5928,788069
14,3326,2442,884,440440
11,2797,2266,531,178350
10,3753,2408,1345,312936
7,5966,3765,2201,178358
7,1066,877,189,59945
18,10507,6608,3899,1727432
19,13531,11177,2354,859560
13,10254,7676,2578,1005088
23,2531,2011,520,73920
12,2152,1697,455,36366
30,3388,2162,1226,343656
20,10025,7722,2303,597696
22,3724,2864,860,226135
29,6963,4444,2519,889720
20,5496,4384,1112,288090
16,1201,999,202,18614
22,5862,4044,1818,299094
8,3990,3066,924,111230
13,1922,1326,596,197490
10,6446,4268,2178,520182
11,6601,4487,2114,689680
17,4951,3609,1342,414594
24,9355,7705,1650,235790
30,2228,1661,567,72250
6,12753,10619,2134,551442
20,5307,3733,1574,368396
18,5351,4047,1304,500214
12,2732,2273,459,258908
15,10037,7665,2372,600600
27,5876,3842,2034,522126
21,1005,812,193,68310
7,7853,6163,1690,175540
21,3739,2351,1388,276396
7,7958,5780,2178,560110
25,9476,7488,1988,564200
20,2753,1817,936,262971
26,6869,4739,2130,334480
8,8136,5647,2489,924885
23,4770,3932,838,150092
11,20420,13135,7285,803184
9,5439,4462,977,253216
24,3884,2524,1360,667974
11,22245,14399,7846,2142052
14,752,558,194,31425
6,4034,3029,1005,192585
10,4929,3264,1665,154780
22,5180,3820,1360,237336
25,6234,5131,1103,391334
17,11775,8396,3379,627088
24,16260,12535,3725,1827708
26,9628,6688,2940,536656
29,4189,2646,1543,595663
13,4451,3599,852,139536
6,3275,2522,753,264222
25,14920,11984,2936,634001
20,13470,9531,3939,2014182
5,14464,9171,5293,1184449
30,10896,6852,4044,1509950
21,12035,9133,2902,1629750
8,10688,6870,3818,509480
8,2028,1445,583,131692
17,6944,4407,2537,873290
21,10401,6984,3417,474336
17,2561,1834,727,306176
5,6165,4942,1223,92303
29,1504,1180,324,36406
24,13930,10777,3153,1337808
22,1526,1234,292,66038
26,10713,7007,3706,1066950
5,1839,1321,518,119475
17,4382,3629,753,108916
13,4294,3335,959,301896
13,6747,4757,1990,600864
23,4663,2993,1670,358800
6,2082,1662,420,207554
22,13140,10111,3029,1623266
13,1386,1005,381,106134
10,5836,3686,2150,571880
10,10854,7187,3667,1581363
11,4314,3050,1264,297350
16,5858,4500,1358,517992
25,7331,5171,2160,1022368
9,13724,9706,4018,1794846
9,2677,1931,746,202640
28,4831,3767,1064,501772
29,4075,3199,876,154012
29,3204,2060,1144,424692
11,9368,6593,2775,828087
13,1809,1344,465,139860
14,1950,1418,532,168777
18,9582,6973,2609,411179
10,5074,3869,1205,490758
20,5366,4127,1239,315360
12,3235,2029,1206,258030
20,7056,4919,2137,627600
21,3956,2620,1336,316608
8,12525,10292,2233,500850
14,6463,4939,1524,404924
28,7672,5263,2409,200900
28,3113,1966,1147,263961
19,3691,3035,656,131688
20,12133,9911,2222,510032
17,5992,3854,2138,877642
14,2102,1368,734,86940
9,2484,1632,852,417852
9,4476,3029,1447,272448
26,2387,1784,603,107916
23,1269,935,334,139089
9,1386,1070,316,68667
10,4601,2983,1618,476075
6,2136,1617,519,212686
13,8093,6252,1841,739006
28,9110,7230,1880,498525
11,7508,5016,2492,810870
7,2652,1814,838,259981
6,1571,1112,459,67816
18,1511,1078,433,135880
23,13195,10322,2873,1205950
28,4165,3350,815,322300
13,2568,1901,667,110754
28,9679,7037,2642,357420
16,10053,7593,2460,707994
27,8981,5967,3014,864688
19,6756,5036,1720,798600
12,928,604,324,79250
30,4103,2817,1286,321975
28,4671,3537,1134,121360
30,12839,9848,2991,412476
22,5810,4733,1077,527244
16,2925,1897,1028,200517
13,8288,6025,2263,417688
15,7508,5609,1899,249528
21,13005,8449,4556,521664
16,8578,5706,2872,870144
21,5385,3967,1418,198824
11,13769,10562,3207,936100
16,13235,9020,4215,1494145
30,4536,2897,1639,785088
16,4541,3326,1215,217616
25,8515,5956,2559,550830
12,10577,6655,3922,313540
7,16877,11194,5683,1279943
7,16871,10834,6037,2260506
6,16076,12867,3209,872964
5,5755,4224,1531,560838
18,5365,3634,1731,441467
16,15306,12459,2847,1179528
6,6006,3800,2206,463252
26,5297,3703,1594,295200
23,5357,3727,1630,278586
8,3307,2364,943,499968
9,3226,2575,651,314368
5,7515,5752,1763,220592
19,6666,4221,2445,352089
26,5916,4535,1381,480370
29,3108,2193,915,81396
29,5734,4346,1388,810495
11,1358,995,363,86100
12,1340,962,378,55322
15,17488,11729,5759,2208960
29,2554,1682,872,521433
12,9335,6752,2583,1010604
28,4002,3194,808,84436
20,11841,9322,2519,562688
8,2643,1804,839,189618
6,2310,1465,845,249775
9,10976,8309,2667,601511
8,3444,2571,873,241020
5,17684,12137,5547,1954940
5,858,601,257,136850
22,2498,2007,491,77184
13,2479,1989,490,212660
12,3712,2572,1140,149628
28,11445,8444,3001,640530
10,11960,8003,3957,799799
22,7505,4764,2741,389624
9,6009,4631,1378,490074
27,1076,730,346,69732
22,16005,11950,4055,1584918
15,16207,11928,4279,648120
24,5460,3883,1577,132240
18,9904,6201,3703,1569032
27,3597,2653,944,170660
29,5319,3374,1945,580444
8,11293,7880,3413,714305
11,5068,4008,1060,459812
26,7384,5245,2139,489972
9,10090,6684,3406,357400
29,6432,4879,1553,340340
20,7630,5137,2493,505463
28,7529,6258,1271,370818
27,3531,2557,974,328416
25,578,455,123,38400
21,1190,748,442,129156
7,2126,1490,636,221805
18,3410,2513,897,397922
22,3261,2152,1109,273533
12,360,259,101,50978
5,3148,2608,540,165466
6,768,489,279,52640
27,3152,2385,767,184630
18,14141,9417,4724,2100072
22,2822,2278,544,202773
22,846,537,309,50250
25,7863,5919,1944,165354
7,3464,2649,815,235571
16,886,654,232,35620
28,1728,1401,327,138450
20,8385,5359,3026,725900
21,7240,4731,2509,868518
8,8730,6257,2473,939681
18,5171,3329,1842,406658
14,13897,9270,4627,994517
25,13169,9874,3295,899024
28,2982,2349,633,286400
9,4289,3304,985,110950
7,7729,4869,2860,847594
8,4978,3433,1545,557262
30,1277,1010,267,97512
20,7898,5598,2300,410571
20,6260,3987,2273,542080
6,674,471,203,63180
30,5941,4000,1941,260650
15,10559,7206,3353,964250
13,3509,2518,991,194012
17,4529,3333,1196,264330
23,10351,6492,3859,879450
6,9475,6660,2815,1234320
7,18535,12632,5903,3091185
16,2636,1914,722,173575
28,10306,7150,3156,1257708
30,6382,4052,2330,615230
28,10058,6861,3197,1018742
15,2026,1442,584,66079
17,10408,8308,2100,416380
27,17054,12844,4210,2091070
23,1723,1376,347,171255
29,1794,1439,355,207993
26,4410,3163,1247,146676
15,4413,3314,1099,297913
19,4711,3391,1320,186732
5,1507,1100,407,50456
11,6609,4897,1712,405327
6,9127,7508,1619,670348
20,2413,1783,630,178115
16,963,781,182,29264
21,7384,4859,2525,563806
7,1844,1384,460,162432
15,4338,3117,1221,149734
13,12845,8663,4182,1901115
18,12970,10741,2229,1104848
13,9006,7376,1630,250614
21,6415,4546,1869,851200
22,5029,3775,1254,382992
27,6556,5410,1146,160928
22,4084,2589,1495,239560
23,7219,4595,2624,740028
11,13266,8344,4922,936418
8,7024,5254,1770,223944
22,2918,1870,1048,215740
5,4312,2900,1412,287040
27,14668,9669,4999,806036
24,10824,8041,2783,367536
29,7274,4720,2554,906714
24,11832,7437,4395,1827626
19,10515,6619,3896,1301832
16,2672,1908,764,117292
19,10125,6350,3775,640640
28,11464,8639,2825,862232
28,13190,8346,4844,1809196
12,6148,5059,1089,566078
26,13827,11191,2636,651852
15,4955,3153,1802,298100
20,17761,11283,6478,594370
14,10788,7300,3488,492560
10,10791,8782,2009,885780
13,1855,1374,481,207418
30,1941,1388,553,66005
22,6611,5172,1439,353700
23,8590,5691,2899,797685
15,2493,1561,932,185255
11,9536,6553,2983,252175
18,2420,1986,434,70742
19,10070,7500,2570,312816
28,18918,12304,6614,1761430
12,1886,1304,582,63054
8,3074,2200,874,179172
13,1170,941,229,46505
16,4433,3207,1226,235824
14,1413,997,416,95450
21,988,773,215,65880
9,9271,7179,2092,633619
26,13425,8923,4502,2015496
29,1404,889,515,229977
17,2447,1715,732,149492
5,17186,13299,3887,875164
24,5082,3605,1477,495006
17,1590,1087,503,83520
10,5236,4094,1142,566250
23,1077,779,298,123200
26,1128,742,386,71811
28,10056,7611,2445,674265
14,5333,4091,1242,307830
15,14787,11395,3392,274624
20,5990,3828,2162,400112
20,11915,9619,2296,556374
9,2384,1637,747,123492
23,6390,4575,1815,362076
9,12606,8629,3977,907700
13,2196,1658,538,131880
7,4684,3013,1671,444536
20,8651,5480,3171,674730
19,4591,3148,1443,286350
30,14101,10907,3194,403380
11,12676,8005,4671,2244484
21,6516,4461,2055,550652
12,3198,2125,1073,554241
29,11027,6989,4038,626025
7,6845,4635,2210,549120
28,7634,5207,2427,329107
11,3869,2701,1168,155610
30,7492,5305,2187,939796
24,9282,6212,3070,359744
19,8692,5873,2819,695296
8,7853,6324,1529,579012
14,21479,14164,7315,2708748
24,2016,1522,494,257409
18,5415,3528,1887,299541
11,13846,10312,3534,1562023
19,2332,1661,671,141732
16,7325,5367,1958,347256
10,9484,6303,3181,1831956
6,14489,10679,3810,1005487
9,6505,4532,1973,213840
16,2622,2167,455,185538
20,9411,6656,2755,711775
18,1551,1260,291,63837
15,5928,3941,1987,422622
26,3728,2837,891,268758
26,3991,2901,1090,602922
13,7707,4860,2847,637175
18,6831,4629,2202,884282
6,12845,9698,3147,1370736
7,8280,6090,2190,1182594
9,5195,4238,957,303940
6,4423,3362,1061,174276
22,6940,5055,1885,316049
7,13270,9116,4154,875914
15,5888,3842,2046,677751
19,715,508,207,99970
19,3730,2901,829,434656
10,11291,7920,3371,333558
8,4348,3424,924,251298
19,5784,4273,1511,696780
24,2378,1812,566,106232
23,2751,1840,911,281212
10,2636,1691,945,277472
20,8539,6344,2195,909795
30,6248,4148,2100,715868
23,2382,1684,698,191036
29,2343,1798,545,197505
10,2840,2220,620,59840
8,7944,6291,1653,291276
29,10754,7389,3365,1368752
9,1159,760,399,62178
27,5066,3663,1403,263728
6,1782,1210,572,177552
5,991,746,245,14673
9,3530,2515,1015,354622
12,6251,4598,1653,418824
30,3517,2907,610,167650
26,4757,3811,946,132960
7,2655,1809,846,185906
6,9973,6528,3445,385203
5,4181,2619,1562,486776
11,3957,3072,885,359385
25,7193,5677,1516,268356
12,3694,2883,811,125490
14,5499,3641,1858,267435
13,2265,1791,474,42224
18,2031,1679,352,73095
18,3932,2708,1224,173797
6,2184,1595,589,194460
12,2607,1791,816,332833
21,5919,4876,1043,383346
21,4091,3303,788,363132
8,5214,3824,1390,128730
18,5145,3540,1605,241280
30,5517,3550,1967,336966
30,11793,9335,2458,447064
8,10130,7519,2611,882450
12,16167,10710,5457,1063024
8,4011,2771,1240,160740
30,928,597,331,145981
27,7693,5961,1732,734997
8,4219,2995,1224,669799
24,2418,1744,674,106091
16,6821,4999,1822,593280
25,3526,2751,775,209132
7,9694,6390,3304,1082178
12,5083,3202,1881,427032
10,3364,2791,573,229704
24,795,632,163,74984
5,4591,3255,1336,679910
7,13921,8981,4940,1365910
20,18846,12082,6764,3097925
24,13472,9981,3491,330400
8,837,645,192,75898
25,4939,3817,1122,122732
25,7026,5814,1212,528556
30,11216,7926,3290,878202
20,13562,10772,2790,454388
9,11215,7722,3493,757914
13,7352,4829,2523,1460166
25,3529,2663,866,236586
20,2173,1573,600,118296
7,381,287,94,27588
25,3138,1998,1140,158418
7,3188,2588,600,117012
11,4628,3230,1398,412115
22,5387,4070,1317,653756
11,1748,1428,320,146328
29,4593,3172,1421,206744
30,10775,7660,3115,531182
25,11030,8021,3009,1332256
12,368,295,73,22803
22,4913,3225,1688,457990
10,7743,5282,2461,246985
18,3210,2016,1194,572108
13,1949,1269,680,163476
15,955,665,290,155925
6,8658,6403,2255,721500
28,11435,8104,3331,420248
14,2034,1341,693,222324
30,15934,11329,4605,1552440
5,11415,8809,2606,653268
5,11261,8911,2350,478081
6,1407,1102,305,100320
5,6259,4482,1777,341925
20,14720,10194,4526,689544
24,5234,3810,1424,418608
10,13939,9001,4938,1702300
7,1186,893,293,70886
20,5758,3767,1991,492862
26,9426,6196,3230,1039311
11,9056,5947,3109,554265
18,10941,8194,2747,249333
17,10555,8122,2433,437902
6,5355,3459,1896,576800
24,3888,2992,896,559062
7,4399,3365,1034,136656
20,3494,2775,719,202048
24,587,469,118,12062
24,12590,8433,4157,1188381
29,20663,13837,6826,1410624
11,3929,2605,1324,118300
26,5173,3673,1500,212290
24,1102,841,261,39990
11,6294,5015,1279,423358
27,9163,6008,3155,905484
17,7369,4645,2724,824989
20,3944,2693,1251,169632
5,7344,5485,1859,378950
25,7740,4877,2863,883575
16,14264,9047,5217,2342492
8,3118,2082,1036,251955
19,4321,3441,880,130662
12,5717,3580,2137,514657
16,17451,12669,4782,907732
23,3522,2628,894,250344
25,9445,7016,2429,1214878
9,7502,5072,2430,181968
25,13829,8759,5070,2912000
28,12783,8001,4782,1265580
26,3088,2025,1063,352110
23,2121,1392,729,78897
25,2214,1428,786,248694
16,9703,6187,3516,1495218
25,14695,9490,5205,1912977
7,6688,4513,2175,816129
7,1093,798,295,104199
26,7253,5364,1889,304304
27,16393,10955,5438,3112318
9,13345,9390,3955,1413430
24,13446,9727,3719,1775259
24,5527,4225,1302,257540
13,3282,2409,873,148120
20,5009,3965,1044,113760
22,3851,2770,1081,188175
15,17106,11738,5368,1259825
29,7453,4920,2533,766505
8,3768,2835,933,302151
25,2684,2003,681,258300
29,3306,2497,809,86944
27,9796,6208,3588,1169868
14,14982,9793,5189,1202097
27,5118,3260,1858,563304
17,11600,7746,3854,1205892
10,1532,1101,431,85890
21,5774,3901,1873,543816
7,3819,2804,1015,92748
8,5603,4341,1262,322984
26,11696,7678,4018,886584
12,8940,5724,3216,398567
10,4177,2713,1464,546770
17,2060,1447,613,107136
10,1139,768,371,60384
24,10320,7564,2756,947700
22,2583,2003,580,144796
8,8669,6072,2597,759023
8,6119,5050,1069,470862
27,5763,3677,2086,552664
19,14907,11777,3130,466712
28,3573,2804,769,301080
24,1032,829,203,63600
5,646,454,192,51544
17,10443,8592,1851,555885
23,2069,1681,388,94976
18,10994,9153,1841,604500
15,3102,2369,733,416962
11,8624,5575,3049,396264
16,15039,9906,5133,722655
30,5200,4182,1018,417450
22,4268,2853,1415,431460
19,11054,6944,4110,810775
13,11205,8442,2763,398880
6,6275,4600,1675,551304
28,2088,1687,401,113322
19,4993,3772,1221,251500
19,1907,1494,413,133996
30,1232,959,273,91160
30,6124,3839,2285,750950
25,18540,11710,6830,695520
23,1441,1042,399,180576
29,6808,4610,2198,661664
14,5200,3950,1250,298368
20,1240,851,389,96512
27,4572,3086,1486,476370
25,5636,3895,1741,703392
25,10668,8329,2339,230508
21,10319,7949,2370,461097
24,11066,7733,3333,752815
30,4311,2786,1525,174683
21,2738,1737,1001,638401
15,3125,2604,521,196900
25,1475,963,512,252126
16,13213,10409,2804,394552
21,3474,2375,1099,406196
17,3546,2414,1132,452817
27,8919,6068,2851,881733
24,6579,4924,1655,773604
25,2631,1992,639,229140
18,5764,4118,1646,607048
6,914,732,182,35568
5,11094,9038,2056,443842
28,6257,4152,2105,970266
10,11555,8066,3489,638820
26,4135,2597,1538,448711
7,8003,6412,1591,478728
24,9381,7087,2294,452610
21,7463,5780,1683,837056
20,4440,3579,861,202852
19,4702,3668,1034,86450
16,1945,1267,678,80730
23,9791,7599,2192,460656
24,2894,1987,907,114996
30,12291,7686,4605,737427
9,5749,4240,1509,334988
6,14066,9039,5027,1197900
13,3368,2582,786,117024
13,6395,4024,2371,267330
10,3947,2981,966,476328
15,20190,13184,7006,1821622
11,4902,3540,1362,333468
11,17610,12222,5388,373430
12,11164,8589,2575,413580
27,5775,4692,1083,170280
10,8005,5478,2527,252146
17,7014,5600,1414,185313
19,12673,8948,3725,1250910
26,13043,9070,3973,1300256
12,1880,1353,527,157677
24,2689,1692,997,197790
17,6091,4344,1747,469104
20,1810,1474,336,71657
25,6133,4743,1390,356785
11,2148,1398,750,246400
29,1772,1183,589,217948
7,1035,729,306,34155
16,2548,1664,884,140238
29,15976,11730,4246,2282175
15,19618,13380,6238,3348164
28,16067,10189,5878,1122444
28,9509,6139,3370,628506
29,2854,1970,884,138320
12,928,748,180,28801
16,2996,1993,1003,397664
15,7176,4956,2220,1081506
15,3686,2948,738,148712
29,7364,5047,2317,661430
24,4080,2996,1084,411648
10,8607,5783,2824,795681
28,11696,8372,3324,760179
7,13625,8553,5072,1139995
7,12559,9141,3418,1452000
22,1919,1500,419,102366
10,6509,5309,1200,259896
11,6093,4319,1774,940230
16,2203,1517,686,127650
16,13629,10055,3574,638337
11,2818,2140,678,298872
8,4533,3659,874,97860
22,4428,2795,1633,409184
18,2414,1712,702,358872
8,12790,9765,3025,1627236
24,4194,3116,1078,325468
15,1929,1335,594,140732
